mode_type,difficulty,rows,bucket_index,multiplier,probability,source,notes
normal,Low,8,0,5.6,7.959059981015918772e-03,authoritative_multiplier_table+symmetric_design,mode=normal_low_8; theta=-0.075291; rebalance_alpha=0.9200; std_floor_two_point_blend; base_std=0.51162768; chosen_std=0.70000000; blend_t=0.12174420; max_var_std=1.46167361; std_rule=0.6-60.0
100balls,Low,8,98,86.03,2.569999871500006604e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,99,86.13,2.629999868500006773e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,100,86.23,2.839999858000007149e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,101,86.33,2.639999868000006585e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,102,86.43,2.879999856000007262e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,103,86.53,2.979999851000007544e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,104,86.62,3.139999843000007996e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,105,86.72,3.319999834000008504e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,106,86.82,3.069999846500007581e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,107,86.92,3.179999841000008109e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,108,87.02,3.089999845500007638e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,109,87.12,3.179999841000008109e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,110,87.22,3.229999838500008033e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,111,87.32,3.459999827000008465e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,112,87.42,3.799999810000009425e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,113,87.52,3.699999815000009143e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,114,87.62,3.979999801000009933e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,115,87.71,3.779999811000009369e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,116,87.81,4.049999797500009914e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,117,87.91,3.969999801500009688e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,118,88.01,3.789999810500009614e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,119,88.11,4.359999782000010572e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,120,88.21,4.319999784000010459e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,121,88.31,4.219999789000010611e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,122,88.41,4.299999785000010837e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,123,88.51,4.089999795500010027e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,124,88.6,4.399999780000010685e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,125,88.7,4.799999760000011814e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,126,88.8,4.679999766000011475e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,127,88.9,4.449999777500011043e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,128,89.0,4.599999770000011250e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,129,89.1,4.889999755500012285e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,130,89.2,4.829999758500011682e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,131,89.3,4.799999760000011814e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,132,89.4,5.009999749500012624e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,133,89.5,5.099999745000013095e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,134,89.6,5.149999742500012585e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,135,89.69,5.199999740000012943e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,136,89.79,4.989999750500012134e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,137,89.89,5.199999740000012943e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,138,89.99,5.049999747500012737e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,139,90.09,4.999999750000012379e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,140,90.19,4.909999754500011908e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,141,90.29,5.409999729500013753e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,142,90.39,5.589999720500013827e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,143,90.49,5.479999726000013734e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,144,90.58,5.609999719500014317e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,145,90.68,5.349999732500013150e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,146,90.78,5.459999727000013243e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,147,90.88,5.849999707500014995e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,148,90.98,5.369999731500013640e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,149,91.08,5.489999725500013979e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,150,91.18,5.699999715000013921e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,151,91.28,5.589999720500013827e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,152,91.38,5.599999720000014072e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,153,91.48,5.559999722000013959e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,154,91.58,5.669999716500014053e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,155,91.67,6.139999693000015163e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,156,91.77,6.613369669331516446e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,157,91.87,5.679999716000014298e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,158,91.97,5.799999710000014637e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,159,92.07,5.899999705000014485e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,160,92.17,5.819999709000014260e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,161,92.27,6.069999696500015182e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,162,92.37,5.809999709500014882e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,163,92.47,6.079999696000015427e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,164,92.56,6.079999696000015427e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,165,92.66,6.369999681500015595e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,166,92.76,6.389999680500016085e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,167,92.86,6.359999682000016218e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
100balls,Low,8,168,92.96,5.919999704000014976e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_low_8; theta=-0.075291; true_100balls_mc; balls=100; samples=100000; outcomes=488; buy_cost=99.0; flatten_alpha=0.88; variants_per_payout<=24
